METADATA,,,,,,,,,,,
title.en,ITU Carrier Codes ,,,,,,,,,,
,,,,,,,,,,,
DATA,type=array,,,,,,,,,,
country_name,country_code,organization,address_line_1,address_line_2,address_line_3,address_line_4,code,contact_person,tel,fax,email
Germany (Federal Republic of) ,DEU,LKG Lausitzer Kabelbetriebsgesellschaft mbH,Am Buergerhaus 7,01979 LAUCHHAMMER,,,LKGMBH,Mr Andreas Paul,+49 3574 8695512,+49 3574 493068,andreas.paul@lks-lauchhammer.de
Germany (Federal Republic of) ,DEU,Lothar Heuer & Andreas Sack,Kirchstrasse 21,38855 WERNIGERODE,,,HUSWR,Mr Andreas Sack,+49 3943 6695101,+49 3943 905056,sack@heuer-und-sack.de
Germany (Federal Republic of) ,DEU,LüneCom Kommunikationslösungen GmbH,Volgerstrasse 4,21335 LUENEBURG,,,LC1995,Mr Michael Mollenhauer,+49 4131 78964 18,+49 4131 78964 25,mm@luenecom.de
Germany (Federal Republic of) ,DEU,Luxembourg Online S.A.,"14, avenue du X Septembre",L-2550 LUXEMBOURG,Luxembourg,,DEULOL,Mr Remi Bianchi,+352 4525 6440,+352 4593 34,network@online.lu
Germany (Federal Republic of) ,DEU,LWLcom GmbH,Ladestrasse 35a,28197 BREMEN,,,LWLCOM,Mr Simon Frerichs,+49 421 9888878,+49 421 9888899,support@lwlcom.com
Germany (Federal Republic of) ,DEU,m3connect GmbH,Friedlandstrasse 18,52064 AACHEN,,,M3CON,Mr Roland Heinen,+49 241 980986 0,+49 241 980986 90,r.heinen@m3connect.de
Germany (Federal Republic of) ,DEU,MAINGAU Energie GmbH,Ringstrasse 4 - 6,63179 OBERTSHAUSEN,,,MEGTK,Mr Dominik Habig,+49 6104 9519 2049,,dominik.habig@maingau-energie.de
Germany (Federal Republic of) ,DEU,Mandala Internet EDV-Service GmbH,Wendenring 1,38114 BRAUNSCHWEIG,,,GERWMA,Mr Manfred Blum,+49 531 3489 0,+49 531 3489 500,support@mandala.de
Germany (Federal Republic of) ,DEU,MANGO OFFICE GmbH,Unter den Linden 39,10117 BERLIN,,,MANGO,Mr Alexander Fischmann,+49 30 34044330,+49 30 34044330,a.fischmann@mango-office.com
Germany (Federal Republic of) ,DEU,Manuel Kretschmar,Speedloc Datacenter,Karl-Marx-Strasse 13/14,02827 GOERLITZ,,SLDC,Mr Manuel Kretschmar,+49 35822 61360,+49 1805 020225271,kontakt@speedloc.de
Germany (Federal Republic of) ,DEU,Marc Milde,Milde Software Solutions,Dieburger Strasse 2,63322 ROEDERMARK,,MILDE,Mr Marc Milde,+49 6074 881234,+49 6074 881235,info@milde.de
Germany (Federal Republic of) ,DEU,Marc Pauls,Alphacron Datensysteme,Wandersleber Strasse 1 a,99192 NESSE-APFELSTAEDT,,ACDS,Mr Marc Pauls,+49 36202 759994,+49 36202 759997,portierungen@alphacron.de
Germany (Federal Republic of) ,DEU,Marco Bungalski GmbH,Traversale 5,27283 VERDEN,,,TMNET,Mr Marco Bungalski,+49 4231 776999-22,+49 4231 7769998,marco@bungalski.de
Germany (Federal Republic of) ,DEU,Markus Jobst,JOBST DSL,Bayreuther Strasse 33,92224 AMBERG,,JOBSTD,Mr Markus Jobst,+49 9621 487666,+49 9621 487679,info@jobst-dsl.de
Germany (Federal Republic of) ,DEU,Markus Plischke,Q-MEX Networks,Grenzstrasse 4,28832 ACHIM,,QMEXDE,Mr Markus Plischke,+49 4202 953580,+49 4202 953581,info@q-mex.net
Germany (Federal Republic of) ,DEU,Markus Seemann,my-netphone,Wiesenweg 2,83098 BRANNENBURG,,MYNET,Mr Markus Seemann,+49 8034 7096030,+49 8034 7096031,manfred.dohmen@enghouse.com
Germany (Federal Republic of) ,DEU,Marten Beckel,WDSL-Oberlausitz,Niedere Dorfstrasse 5,02747 STRAHWALDE,,WDSLOL,Mr Marten Beckel,+49 35873 369986,+49 35873 36879,info@wdsl-ol.de
Germany (Federal Republic of) ,DEU,Martens Deutsche Telekabel GmbH,Papenreye 31,22453 HAMBURG,,,MART,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,matelso GmbH,Heilbronner Strasse 150,70191 STUTTGART,,,MATELS,Mr Markus Weiler,+49 711 21843140,+49 1805 07070678,noc@matelso.de
Germany (Federal Republic of) ,DEU,MCN Telekommunikacios,Szolgaltato Kortlatolt Feleloesegue Tarsasag,Kemenes utca 8,1114 BUDAPEST,Hungary,MCNTEL,Mr Anton Parshin,+49 69 8039 4999 ext 510,+49 69 8039 4994,anton.parshin@mcntelecom.com
Germany (Federal Republic of) ,DEU,MDCC Magdeburg-City-Com GmbH,Weitlingstrasse 22,39104 Magdeburg,,,MDCC01,Mr. Stephan Jahnel,+49 391 587 4360,+49 391 587 4001,jahnel@mdcc.de
Germany (Federal Republic of) ,DEU,MDDSL Mitteldeutsche Gesellschaft für,Kommunikation mbH,Carnotstrasse 33,39120 MAGDEBURG,,MDDSL,,+49 391 6366708,+49 391 5334499,info@mddsl.eu
Germany (Federal Republic of) ,DEU,MEDIACOM Kabelservice GmbH,Dieselstrasse 1,85774 UNTERFOEHRING,,,TCMEDI,Mr Andreas Gaertig,+49 341 60 952 445,+49 341 60 952 903,andreas.gaertig@pyur.com
Germany (Federal Republic of) ,DEU,Median Telecom GmbH,Ruhrstrasse 91,58452 WITTEN,,,MEDIAN,Mr Norbert Falkenberg,+49 2302 438993 20,+49 2302 438993 21,norbert.falkenberg@median-telecom.de
Germany (Federal Republic of) ,DEU,Mediaport GmbH,Medienallee 24,85774 UNTERFOEHRING,,,CSURF,Mr Marcel Gondolf,+49 8995083327,+49 8995083109,m.gondolf@cablesurf.de
Germany (Federal Republic of) ,DEU,MEGA Communications GmbH,Friedrich-Krupp-Strasse 16 - 18,41564 KAARST,,,MEGACO,Mr Ronny Seidel,+49 211 15924214,+49 211 15924211,ronny.seidel@mega-communications.de
Germany (Federal Republic of) ,DEU,MEGA Monheimer Elektrizitäts-und Gasversorgung GmbH,Rheinpromenade 3 A,40789 MONHEIM AM RHEIN,,,DEMEGA,Mrs Annebelle Gerhold,+49 2173 9520 361,+49 2173 9520 350,annabelle.gerhold@mega-monheim.de
Germany (Federal Republic of) ,DEU,Michael Rack,RSM Freilassing,Nocksteinstrasse 13,83395 FREILASSING,,RSMBGL,Mr. Michael Rack,+49 8654 607110,+49 8654 670438,support@rsm-freilassing.de
Germany (Federal Republic of) ,DEU,mieX Deutschland GmbH,Am Rathaus 2,94051 HAUZENBERG,,,MIEX01,Mr Christof Wagner,+49 8586 9859859,+49 8586 98598599,wagner@miex.de
Germany (Federal Republic of) ,DEU,MK Netzdienste GmbH & Co.KG,Marienwall 27,32423 MINDEN,,,MKN,Mr Tobias Helbig,+49 571 38859 39,+49 571 38859 99,the@mk.de
Germany (Federal Republic of) ,DEU,MMKS GmbH,Rombacher Huette 18,44795 BOCHUM,,,MMKS,Mr Joerg Kaiser,+49 234 94331 42,+49 234 94331 35,j.kaiser@stgkom.de
Germany (Federal Republic of) ,DEU,M-net Telekommunikations GmbH (M-net),Emmy Noether Strasse 2,80992 MUNCHEN,,,MNET,Jonas Da Cell,+49 89 45200 3919,+49 89 45200 703919,jonas.da-cell@mnet.de
Germany (Federal Republic of) ,DEU,mobilcom-debitel GmbH,Hollerstrasse 126,24782 BUEDELSDORF,,,MD8000,Mr Dirk Lembrecht,+49 4331 69 5265,+49 4331 69 3330,dirk.lembrecht@md.de
Germany (Federal Republic of) ,DEU,mr. net services GmbH & Co.KG,Lise-Meitner-Strasse 4,24941 Flensburg,,,MRNET,Mrs. Bettina Schwarz,+49 461 66280 402,+49 461 66280 490,tnb@mrnetgroup.com
Germany (Federal Republic of) ,DEU,MUENET GmbH,Birkenweg 10,48720 Rosendahl,,,MUENET,,+49 2566 269296,+49 2566 8930019,info@muenet.net
Germany (Federal Republic of) ,DEU,multiConnect GmbH,Wilhelm-Hale-Strasse 50,80639 Munich,,,MULTIC,Mr. Bernhard Stemmermann,+49 89 139959 912,+49 89 139959 959,bernhard.stemmermann@multiconnect.de
Germany (Federal Republic of) ,DEU,mWerk GmbH,Landwehrstrasse 76,30519 HANNOVER,,,MWERK,,+49 511 9999 8040,+49 511 9999 8041,icc@mwerk.net
Germany (Federal Republic of) ,DEU,NEFtv GmbH,"Allersberger Strasse 185,",Gebaeude G,90461 NUERNBERG,,TCNEFT,Mr Andreas Gaertig,+49 341 60 952 445,+49 341 60 952 903,andreas.gaertig@pyur.com
Germany (Federal Republic of) ,DEU,net.art communications GmbH,Mannheimer Strasse 212,55543 Bad Kreuznach,,,NETART,Mrs. Sandra Braun,+49 671 88908 0,+49 671 8962690,s.braun@na-gmbh.de
Germany (Federal Republic of) ,DEU,net.de AG,Buettnerstrasse 57,30165 HANNOVER,,,NETDE,,+49 511 372940,+49 511 372941,info@net.de
Germany (Federal Republic of) ,DEU,NETAACHEN GmbH,Gruener Weg 100,52070 Aachen,,,NETAC,Dr. Wilfried Boms,+49 241 91852 26,+49 241 91852 99,dr.wilfried.boms@netaachen.com
Germany (Federal Republic of) ,DEU,net-and-phone GmbH,An der Palmweide 55,44227 DORTMUND,,,ANTILO,,+49 231 177 20 5555,+49 231 177 20 5556,portierung@antilo.de
Germany (Federal Republic of) ,DEU,NetCologne Gesellschaft für Telekommunikation mbH,(NetCologne),Am Coloneum 9,50829 KOLN,,NETCO,Uwe Pietschmann,+49 221 2222 5104,+49 221 2222 75104,upietschmann@netcologne.de
Germany (Federal Republic of) ,DEU,NetCom BW GmbH,Unterer Brühl 2,73479 ELLWANGEN,,,NCBW14,Mr. Evangelis Papadopoulos,+49 7961 82 3474,+49 7961 82 653474,e.papadopoulos@odr.de
Germany (Federal Republic of) ,DEU,Netcom Kassel Gesellschaft fuer Telekommunikation mbH,Koenigstor 10-12,34117 KASSEL,,,NCKS,Mr. Andreas Reiche,+49 561 782 2467,+49 561 9209990,andreas.reiche@netcom-kassel.de
Germany (Federal Republic of) ,DEU,NetCommunity GmbH,James-von-Moltke-Strasse 4,02826 Goerlitz,,,NETCOM,Mr. Peter Himmstedt,+49 3581 8747 0,+49 3581 8747 17,info@nc-net.de
Germany (Federal Republic of) ,DEU,NETHINKS GmbH,Bahnhofstrasse 16,36037 FULDA,,,NETH,Portierungsmanagement,+49 661 2500070,+49 661 2500049,portierung@nethinks.com
Germany (Federal Republic of) ,DEU,Netsign Networks GmbH,Lindenallee 27,14050 BERLIN,,,NSIDE,,+49 30 8149 5350,+49 30 8149 5359,service@netsign.net
Germany (Federal Republic of) ,DEU,NetTask GmbH,Zillplatz 9-10,09337 HOHENSTEIN-ERNSTTHAL,,,NT6000,Mr Marco Rutzke,+49 3723 7693 20 444,+49 3723 7693 20 999,portierung@nettask.de
Germany (Federal Republic of) ,DEU,NEW Niederrhein Energie und Wasser GmbH,Odenkirchener Strasse 201,41236 Moenchengladbach,,,NEW,Mr. Frank Korsten,+49 2166 558 2715,+49 2166 558 7988,frank.korsten@new.de
Germany (Federal Republic of) ,DEU,newone GmbH,Albert-Einstein-Strasse 3,98693 ILMENAU,,,NEWONE,Mr. Thomas Thaesler,+49 3677 8474 0,+49 3677 8474 44,info@newone.de
Germany (Federal Republic of) ,DEU,nexiu GmbH,Am Dreschplatz 3,61273 WEHRHEIM,,,NEXIU,Mr Christopher Mandt,+49 6081 91204 11,+49 6081 91204 19,info@nexiu.de
Germany (Federal Republic of) ,DEU,next id GmbH,Konrad-Zuse-Platz 5,53227 BONN,,,NID,Mr Marco Schultz,+49 40 788299 82,+49 40 788299 83,marco.schultz@next-id.de
Germany (Federal Republic of) ,DEU,NEXTWERK IT-Services GmbH,Wetterkreuz 27,91058 ERLANGEN,,,NXTWRK,Mr Henning Schneck,+49 9131 5338980,+49 9131 5338988,info@nextwerk.de
Germany (Federal Republic of) ,DEU,nfon AG,Leonrodstrasse 68,80636 Munich,,,NFONAG,Mrs. Silke Giesl,+49 89 45300 513,+49 89 45300 597,logistic@nfon.com
Germany (Federal Republic of) ,DEU,ngena GmbH,Hahnstrasse 40,60528 FRANKFURT,,,NGENA,Mr Oliver Huebner,+49 151 14085628,,oliver.huebner@ngena.net
Germany (Federal Republic of) ,DEU,NGN Telecom GmbH,Kistlerhofstraβe 111,81379 MUNICH,,,NGN,Mr Gregor Türpe,+49 89 1250342 42,+49 89 1250342 99,g.tuerpe@ngn-tele.com
Germany (Federal Republic of) ,DEU,Nick Schieferdecker,NetCom Access Gesellschaft für Telekommunikation,Kirchstrasse 12,34513 WALDECK-HOERINGHAUSEN,,NTCMAS,Mr Nick Schieferdecker,+49 5634 850998 2,+49 5634 850998 1,n.schieferdecker@netcomaccess.de
Germany (Federal Republic of) ,DEU,Niels Rosenhahn,Brehna.Net,Hallesche Strasse 15,06796 BREHNA,,BREHNA,Mr Niels Rosenhahn,+49 34954 52445,+49 34954 52433,info@brehna.net
Germany (Federal Republic of) ,DEU,Norbert Herter,regionetz.net,Tannenbergstrasse 12,88214 RAVENSBURG,,REGION,Mr Norbert Herter,+49 751 360314,+49 751 360329,norbert@herter.de
Germany (Federal Republic of) ,DEU,Nord-IT Bremen Beteiligungs-UG (haftungsbeschränkt),Erkelenzer Straße 6,28327 BREMEN,,,NITB,Mr Kai Benn,+49 421 17508742,+49 421 17508744,info@nord-it-bremen.de
Germany (Federal Republic of) ,DEU,Norman Dietzen,Wireless-DSL,Hof Weidenhaag 1,54524 KLAUSEN,,WDSL,Mr Norman Dietzen,+49 6578 829430 00,+49 6578 829430 99,info@wireless-dsl.de
Germany (Federal Republic of) ,DEU,NTTCable Service KG,Escher Strasse 19,65510 IDSTEIN,,,NTTCAB,Mr. Richard Limanowski,+49 6126 99876 52,+49 6126 99876 54,r.limanowski@nttcable.de
Germany (Federal Republic of) ,DEU,NU Informationssysteme GmbH,Bahnhofstraße 4,01587 Riesa,,,NU,Dr. Thomas Witt,+49 177 7289 335,+49 3525 65 733 55,witt@nugmbh.de
Germany (Federal Republic of) ,DEU,nvb Nordhorner Versorgungsbetriebe GmbH,Gildkamp 10,48529 NORDHORN,,,130010,Mr Frank Beernink,+49 5921 301 254,,frank.beernink@nvb.de
Germany (Federal Republic of) ,DEU,NX4 Networks GmbH,Hauptstrasse 29,76891 ERLENBACH,,,NX4NET,Mr Jens Winter,+49 6398 1360012,+49 6398 1360014,jens.winter@nx4-networks.de
Germany (Federal Republic of) ,DEU,NYNEX satellite OHG,Robert-Bosch-Strasse 20,64293 DARMSTADT,,,NYNEX,,+49 6151 500 74 090,,noc@nynex.de
Germany (Federal Republic of) ,DEU,Office-ED Computer GmbH,Dessauer Strasse 60,45472 MUELHEIM / RUHR,,,OFFICE,Dr Martin Fritz,+49 208 375760,+49 208 3757627,fritz@office-ed.de
Germany (Federal Republic of) ,DEU,Olfenkom GmbH,Robert-Bosch-Strasse 44,59399 OLFEN,,,OLFEN,Mr Manfred Casper,+49 2595 1313,+49 2595 1315,manfred.casper@olfenkom.de
Germany (Federal Republic of) ,DEU,omnidat Gesellschaft für individuelle Netzwerk - und Kommunikationslösungen mbH,Haslacher Weg 8,74321 BIETIGHEIM-BISSINGEN,,,OMNIDT,Mr Thomas Georg,+49 7142 9895911,+49 7142 9895919,Thomas.Georg@omnidat.de
Germany (Federal Republic of) ,DEU,omnion GmbH,Duelmener Strasse 80,48653 COESFELD,,,OMNION,,+49 2541 74673 00,+49 2541 74673 99,hello@omnion.de
Germany (Federal Republic of) ,DEU,oneCentral B.V.,Spaarne 17,2011CD HAARLEM (Netherlands),,,ONEC,Mr Theo Belder,+31 881118 111,+31 881118 118,theo.belder@onecentral.net
Germany (Federal Republic of) ,DEU,OnePhone Deutschland GmbH,Duesseldorfer Strasse 16,40699 ERKRATH,,,VOICEW,Mr. Christian Wetekam,:+49 211 5423 5008,+49 211 5423 5099,christian.wetekam@onephone.de
Germany (Federal Republic of) ,DEU,Ontus AG,Heinrich Heine Allee 21,D-40213 DUSSELDORF,,,ONTUSA,,+49 160 9685 9059,+49 160 13 9685 9059,dung@ontus.com
Germany (Federal Republic of) ,DEU,Open Numbers GmbH,Am Neuen Berg 3,63755 ALZENAU,,,ON,Mr Bernd Buedenbender,+49 6023 70688 0,+49 6023 70688 11,pda@opennumbers.de
Germany (Federal Republic of) ,DEU,OpenXS GmbH,Otto-Hahn-Strasse 2,24941 FLENSBURG,,,OPENXS,Mr. Dirk Mueller,+49 461 505280 20,+49 461 505280 21,kontakt@openxs.de
Germany (Federal Republic of) ,DEU,Operator Telekommunikation International AG,Am Weinhaus 6,40882 RATINGEN,,,OPAG,Mr. Dirk Opfinger,+49 2102 5658 501,+49 2102 5658 9501,d.opfinger@operator.de
Germany (Federal Republic of) ,DEU,optimatelecom GmbH,Schwedenstrasse 9,13359 BERLIN,,,OPTIMA,,+49 30 20004 4277,+49 30 61748 409,info@optimaconnect.de
Germany (Federal Republic of) ,DEU,OR Network GmbH,Parkstrasse 22,35447 Reiskirchen,,,ORNET,Mrs. Anna-Lisa Edelmann,+49 6408 61083 0,+49 6408 61083 999,wbci@or-network.net
Germany (Federal Republic of) ,DEU,Orange Business Germany GmbH,Rahmannstrasse 11,65760 Eschborn,,,OBSG,Mr. Juergen Klein,+49 6196 962-709,+49 6131 4646-222,juergen.klein@orange.com
Germany (Federal Republic of) ,DEU,Orbitcom GmbH,Steindorfstrasse 2,80538 MUNICH,,,ORBIT,Mr Marc Gutzeit,+49 5032 8942 432,+49 5032 8942 440,gutzeit@getinternet.de
Germany (Federal Republic of) ,DEU,Osburg Systems GmbH,Ettischlebener Weg 116,99310 BOESLEBEN-WUELLERSLEBEN,,,OSBURG,Mr Christian Osburg,+49 36200 7699-0,+49 36200 7699-99,christian.osburg@osburg.it
Germany (Federal Republic of) ,DEU,oscon itk GmbH,Maugenharder Weg 14,79588 EFRINGEN-KIRCHEN,,,OSCON,Mr Oliver Sachs,+49 7628 301999 301,+49 7628 301999 999,os@oscon.de
Germany (Federal Republic of) ,DEU,osnatel GmbH,Luisenstrasse 16,49074 OSNABRUECK,,,OSNATL,Kirstin Henke,+49 441 8800 1403,+49 441 8800 1998,kirstin.henke@ewe.de
Germany (Federal Republic of) ,DEU,outbox AG,Emil-Hoffmann-Strasse 1 a,50996 KOLN,,,OUTBOX,Mike Behrendt,+49 2236 303 7000,+49 2236 303 7001,noc@outbox.de
Germany (Federal Republic of) ,DEU,overturn technologies GmbH,Isarstrasse 6,85356 FREISING,,,OVTE,Mr Andreas Westermaier,+49 8161 24744 40,+49 8161 24744 41,aw@overturn.de
Germany (Federal Republic of) ,DEU,peoplefone GmbH,Erich-Herion-Strasse 6,70736 FELLBACH,,,PFONE,Mr. Felix Plueger,+49 711 184204 0,+49 711 184204 99,felix.pflueger@peoplefone.com
Germany (Federal Republic of) ,DEU,pepcom GmbH,Dieselstrasse 1,85774 UNTERFOEHRING,,,TCPEPC,Mr Andreas Gaertig,+49 341 60 952 445,+49 341 60 952 903,andreas.gaertig@pyur.com
Germany (Federal Republic of) ,DEU,PfalzConnect GmbH,In der Wann 1,67744 LOELLBACH,,,PFALZC,Mr. Christian Studt,+49 6753 120899 0,+49 6753 120899 9,studt@pfalzconnect.de
Germany (Federal Republic of) ,DEU,"PfalzKom, Gesellschaft für Telekommunikation mbH",Koschatplatz 1,67061 LUDWIGSHAFEN,,,PKMA,Mr. Heinrich Haeffner,+49 621 585 3204,+49 621 585 3303,heinrich.haeffner@pfalzkom-manet.de
Germany (Federal Republic of) ,DEU,Philipp Lissel - Philis IT Technik,Hauptstrasse 58,09619 Dorfchemnitz,,,PHILIS,Mr. Philipp Lissel,+49 37320 80928 0,+49 37320 80928 20,office@informationssystemtechnik.de
Germany (Federal Republic of) ,DEU,Photonium NetSolutions GmbH,Hauptstrasse 81,63594 HASSELROTH-GONDSROTH,,,PHOX,Mrs Yvonne Stenzel,+49 6055 91951 0,+49 6055 91951 20,auftragsbearbeitung@photonium.de
Germany (Federal Republic of) ,DEU,pinnau.com GmbH & Co.KG,Am Hafen 67,25421 PINNEBERG,,,PICODE,Mr. Gerhard Petz,+49 4101 203136,+49 4101 203144,petz@pinnau.com
Germany (Federal Republic of) ,DEU,PIRONET NDH Datacenter AG & Co. KG,Obenhauptstr. 12,D-22335 HAMBURG,,,D8469,Mr Matthias Renneberg,+49 2203 93530 1702,+49 2203 93530 99,mrenneberg@pironet.com
Germany (Federal Republic of) ,DEU,planet 33 AG telecommunications,internet security,Hofmannstrasse 52,81379 MUNICH,,PLAN33,Mr. Boris Gratz,+49 89 2060333 0,+49 89 2060333 33,service@planet33.com
Germany (Federal Republic of) ,DEU,PLANinterNET VoIP-GmbH,Hauptstrasse 6,74391 ERLIGHEIM,,,PLANIN,,+49 7143 872 056,+49 7143 872 057,voip@planinternet.de
Germany (Federal Republic of) ,DEU,Plusnet GmbH,Matthias-Brueggen-Strasse 55,D-50829 COLOGNE,,,QSC,Carrier Management,+49 221 6698 000,+49 221 6698 009,info@plusnet.de
Germany (Federal Republic of) ,DEU,Plusnet Infrastruktur GmbH &Co.KG,Matthias-Brueggen-Strasse 55,D-50829 COLOGNE,,,PNET,,+49 221 669 8000,+49 221 669 8009,info@plusnet.de
Germany (Federal Republic of) ,DEU,Portunity GmbH,Werner-Seelenbinder-Strasse 23,42477 Radevormwald,,,PTY,Mr. Bjoern Ruecker,+49 202 69555 38,+49 202 69555 18,portierung@portunity.de
Germany (Federal Republic of) ,DEU,Primacall GmbH,Zimmerstrasse 78,10117 BERLIN,,,PRIMAC,Mr. Ronny Schietke,+49 30 206143 842,+49 180 2354034,r.schietke@primaholding.de
Germany (Federal Republic of) ,DEU,PrimaCom Berlin GmbH,Messeallee 2,04356 LEIPZIG,,,PRIMA,Mr Andreas Gaertig,+49 341 60952 445,+49 341 60952 903,andreas.gaertig@telecolumbus.de
Germany (Federal Republic of) ,DEU,Primastrom GmbH,Zimmerstrasse 78,10117 BERLIN,,,PRIMST,Mr Frank Weis,+49 30 206143 730,+49 30 206143 731,f.weis@primaholding.de
Germany (Federal Republic of) ,DEU,ProCRM IT Systems GmbH,Max-Hufschmidt-Strasse 2,55130 MAINZ,,,PROCRM,Mr Alexander Weber,+49 6131 49059 0,+49 6131 49059 99,support@pro-crm.de
Germany (Federal Republic of) ,DEU,PTC Telecom GmbH,Am Anger 5,82238 WÖRTHSEE,,,XSIP,Mr Andreas Brummer,+49 8153 997772,+49 8153 997790,brummer.a@ptc.de
Germany (Federal Republic of) ,DEU,purpur networks GmbH,Gladbacher Strasse 74,40219 DUSSELDORF,,,PURPUR,Ulf Hermann,+49 211 6355 5693,+49 211 6355 5694,herrmann@purpur-networks.de
Germany (Federal Republic of) ,DEU,purtel.com GmbH,Paul-Gerhardt-Allee 487,81245 Munich,,,PURTEL,Dr. Markus von Voss,+49 89 2190990 9070,+49 89 2190990 9071,mvv@purtel.com
Germany (Federal Republic of) ,DEU,QSC AG,Matthias-Brueggen-Strasse 55,50829 COLOGNE,,,QSCAG,Carrier Management,+49 221 6698 000,+49 221 6698 009,info@qsc.de
Germany (Federal Republic of) ,DEU,QuaeroSys UG (haftungsbeschraenkt),Nobelstrasse 13a,70569 STUTTGART,,,QS,Mr Johannes Braun,+49 6044 96698 0,+49 6044 96698 100,mail@quaerosys.com
Germany (Federal Republic of) ,DEU,Quix Breitband GmbH,Am Saaraltarm 1,66740 SAARLOUIS,,,QUIX,,+49 6831 5030 0,+49 6831 5030 120,info@inexio.de
Germany (Federal Republic of) ,DEU,Rainer Nowak - Computer & Service Center,Erfurter Strasse 43,99310 Arnstadt,,,CSCARN,Mr. Rainer Nowak,+49 3628 600838,+49 3628 600839,service@pc-spezialisten.de
Germany (Federal Republic of) ,DEU,RAPIDATA GmbH,Ziegelweg 20,79100 ESCHBACH,,,RADATA,Mr Arton Binakaj,+49 7634 3500011,+49 7634 3500019,arton.binakaj@rapidata.de
Germany (Federal Republic of) ,DEU,REKA Regionalservice Kabelfernsehen GmbH,Friedensstrasse 30,01917 KAMENZ,,,TCREKA,Mr Andreas Gaertig,+49 341 60 952 445,+49 341 60 952 903,andreas.gaertig@pyur.com
Germany (Federal Republic of) ,DEU,Rekers Digitaltechnik GmbH & Co. KG,Siemensstrasse 7,48480 SPELLE,,,REKERS,Mr Philipp Rekers,+49 5977 9399 12,+49 5977 9399 23,p.rekers@redig.de
Germany (Federal Republic of) ,DEU,Relaix Networks GmbH,Kackertstrasse 10,52072 Aachen,,,RELAIX,,+49 241 990001 0,+49 241 990001 11,info@relaix.net
Germany (Federal Republic of) ,DEU,reputatio AG,Frühlingshalde 24,75399 Unterreichenbach,,,REPDE,Mr. Stefan Riese,+49 721 50967 - 0,+49 721 50967 - 99,stephan.riese@reputatio.com
Germany (Federal Republic of) ,DEU,reventix GmbH,Luetzowstrasse 106,10785 Berlin,,,REVTIX,Mrs. Aline Kundt,+49 30 346 466 130,+49 30 346 466 131,portierung@reventix.de
Germany (Federal Republic of) ,DEU,RFT Kabel Brandenburg GmbH,Kurstrasse 14 - 15,14776 BRANDENBURG,,,RFTK,Mr Thomas Rosenfeld,+49 3381 5261 132,+49 3381 5261 319,th.rosenfeld@rftkabel.de
Germany (Federal Republic of) ,DEU,RhönEnergie Fulda GmbH,Bahnhofstrasse 2,36037 FULDA,,,REFNET,Mr. Ralf-Stefan Stoeppler,+49 661 12 260,+49 661 12 379,vectoring@re-fd.de
Germany (Federal Republic of) ,DEU,Rhönnet GmbH,Turmstrasse 10,36124 EICHENZELL,,,RN2013,Mrs Carmen Joeckel,+49 6659 6113611,+49 6659 6113612,portierung@rhoennet.info
Germany (Federal Republic of) ,DEU,R-KOM Regensburger Telekommunikationsges mbH & co kg,Greflingerstrasse 26,D-93055 REGENSBRUG,,,RKOM,Wilhelm Binder,+49 941 6985 152,+49 941 6985 200,
Germany (Federal Republic of) ,DEU,RMS Systems Datenverarbeitungs GmbH,Wildbirnenweg 17,91126 SCHWABACH,,,RMSSYS,Mr Jochen Kuenzel,+49 9122 99210,+49 9122 99215,info@rms-online.de
Germany (Federal Republic of) ,DEU,rockenstein AG,Ohmstrasse 12,97076 WUERZBURG,,,ROCK,Mr Christoph Rockenstein,+49 931299344,+49 9312993499,support@rockenstein.de
Germany (Federal Republic of) ,DEU,RS Gesellschaft für Informationstechnik mbH,& Co.KG,Auf dem Knapp 35,42855 REMSCHEID,,RGFI,Mrs Denise Lieth,+49 2191 909446,+49 2191 90950446,info@rgi.net
Germany (Federal Republic of) ,DEU,RST Datentechnik GmbH,Dr. Rudolf-Eberle-Strasse 36,79774 ALBBRUCK,,,RSTDE,Mr Sascha Tobler,+49 7753 92170,+49 7753 91015,tobler@rst.de
Germany (Federal Republic of) ,DEU,RWE FiberNet GmbH,Kruppstrasse 5,45128 ESSEN,,,RWEFN,,+49 201 12 29800,+49 201 12 29801,rwe-highspeed@rwe.com
Germany (Federal Republic of) ,DEU,Sachs Kommunikationssysteme GmbH,Industriestrasse 8,61449 Steinbach,,,SKS,,+49 6171 9864 0,+49 6171 9864 299,technik@sks-gmbh.de
Germany (Federal Republic of) ,DEU,Sat Internet Services GmbH,Justus-von-Liebig-Strasse 26,31535 NEUSTADT AM RBGE,,,SISTEL,Mr Marc Gutzeit,+49 5032 8942 432,+49 5032 8942 440,gutzeit@satinternet.com
Germany (Federal Republic of) ,DEU,Schiffel IT-Service GmbH,Portastrasse 73,32457 PORTA WESTFALICA,,,SCHFFL,Mr Steffen Schiffel,+49 571 730 725 8000,+49 571 730 725 8099,portierung@schiffel.it
